original_row,issue,issue_tags,url,title,source,frame,memo,action,reason
156,국민연금,국민연금;노후보장;소득대체율,https://www.mstoday.co.kr/news/articleView.html?idxno=101430,"""미래세대 부담"" vs "" 노후 안전망""…기초 연금 논란",mstoday.co.kr,노후_보장,"노후소득 보장 강화와 연금 수급 안정성 중심으로 다루며, 노후소득 보장과 수급자 보호 입장 강조",drop,"제목이 미래세대 부담 대 노후 안전망 대립을 드러내며, 첫 강조점이 미래세대 부담 쪽이라 row 174 유지 권장."
157,국민연금,국민연금;노후보장;소득대체율,https://n.news.naver.com/mnews/article/022/0004125351?sid=101,월급서 이미 빠진다… 연금 지출 ‘GDP 41.4%’가 말한 냉혹한 현실 [숫자...,세계일보,노후_보장,"보험료 인상과 미래세대 부담, 재정 지속가능성 중심으로 다루며, 노후소득 보장과 수급자 보호 입장 강조",drop,"제목의 GDP 41.4%, 냉혹한 현실 표현상 재정 부담/지속가능성 프레임이 더 강해 row 175 유지 권장."
174,국민연금,국민연금;보험료율;미래세대,https://www.mstoday.co.kr/news/articleView.html?idxno=101430,""" 미래세대 부담 "" vs ""노후 안전망""…기초 연금 논란",mstoday.co.kr,세대_부담,"노후소득 보장 강화와 연금 수급 안정성 중심으로 다루며, 미래세대 부담과 재정 지속가능성 입장 강조",keep,"제목이 미래세대 부담 대 노후 안전망 대립을 드러내며, 첫 강조점이 미래세대 부담 쪽이라 row 174 유지 권장."
175,국민연금,국민연금;보험료율;미래세대,https://n.news.naver.com/mnews/article/022/0004125351?sid=101,월급서 이미 빠진다… 연금 지출 ‘GDP 41.4%’가 말한 냉혹한 현실 [숫자...,세계일보,세대_부담,"보험료 인상과 미래세대 부담, 재정 지속가능성 중심으로 다루며, 미래세대 부담과 재정 지속가능성 입장 강조",keep,"제목의 GDP 41.4%, 냉혹한 현실 표현상 재정 부담/지속가능성 프레임이 더 강해 row 175 유지 권장."
183,기후재난,폭염;취약계층;정책비용,https://www.ajunews.com/view/20260529191849583,"[오늘의 ABC 뉴스룸] ""대기업 월 810만 원 돈잔치"" 6년 만에 최악의 양극...",ajunews.com,정책_비용,"기후재난 대응 정책과 사회적 비용 중심으로 다루며, 예산·행정 부담과 정책 효율성 입장 강조",drop,제목과 메모 기준으로 AI 반도체/기후재난 어느 이슈와도 직접 맞지 않는 일반 경제 요약 기사로 보여 제외 권장.
198,지역소멸,지역소멸;청년유출;균형발전,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=55803,비어 가는 국토와 공간의 재구성,ifs.or.kr,균형_발전,"지역소멸 대응 정책의 방향과 한계 중심으로 다루며, 지역 균형발전과 일자리 확충 입장 강조",keep,지역 재구성 방향을 다루는 제목이라 균형 발전 프레임이 상대적으로 자연스러워 row 198 유지 권장. 다만 수동 재검토 권장.
213,지역소멸,지역소멸;청년정착;정책효과,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=55803,비어 가는 국토와 공간의 재구성,ifs.or.kr,정착_한계,"지역소멸 대응 정책의 방향과 한계 중심으로 다루며, 정책 실효성 한계와 인프라 부족 문제 제기",drop,지역 재구성 방향을 다루는 제목이라 균형 발전 프레임이 상대적으로 자연스러워 row 198 유지 권장. 다만 수동 재검토 권장.
232,도심 인프라 안전,노후인프라;고가도로;안전관리,https://www.laborplus.co.kr/news/articleView.html?idxno=40920,[위클립] 5월 4주,laborplus.co.kr,안전관리_부실,"도심 노후 인프라 안전 문제를 중심으로 다루며, 관리 책임 추궁과 안전관리 부실 문제 제기",drop,같은 [위클립] 요약 기사가 여러 이슈에 반복 배치되어 특정 이슈 대표 기사로 쓰기 어려워 제외 권장.
239,도심 인프라 안전,노후인프라;고가도로;안전관리,http://www.metroseoul.co.kr/article/20260528500376,"與, 吳 겨냥 ""서울시 안전 불감증 우려""… 서소문 사고·GTX 철근누락 좌...",metroseoul.co.kr,안전관리_부실,"노후 인프라 안전관리 부실과 책임 소재 중심으로 다루며, 관리 책임 추궁과 안전관리 부실 문제 제기",keep,"제목이 안전 불감증, 사고, 철근누락을 전면에 두고 있어 안전관리 부실 프레임이 더 자연스러워 row 239 유지 권장."
243,도심 인프라 안전,노후인프라;재발방지;제도개선,https://www.laborplus.co.kr/news/articleView.html?idxno=40920,[위클립] 5월 4주,laborplus.co.kr,제도_개선,"도심 노후 인프라 안전 문제를 중심으로 다루며, 원인 규명·재발 방지·제도 개선 입장 강조",drop,같은 [위클립] 요약 기사가 여러 이슈에 반복 배치되어 특정 이슈 대표 기사로 쓰기 어려워 제외 권장.
245,도심 인프라 안전,노후인프라;재발방지;제도개선,http://www.metroseoul.co.kr/article/20260528500376,"與, 吳 겨냥 ""서울시 안전불감증 우려""… 서소문 사고 ·GTX 철근누락 좌...",metroseoul.co.kr,제도_개선,"노후 인프라 안전관리 부실과 책임 소재 중심으로 다루며, 원인 규명·재발 방지·제도 개선 입장 강조",drop,"제목이 안전 불감증, 사고, 철근누락을 전면에 두고 있어 안전관리 부실 프레임이 더 자연스러워 row 239 유지 권장."
258,플랫폼 노동,플랫폼노동;특수고용;노동권,https://www.laborplus.co.kr/news/articleView.html?idxno=40920,[위클립] 5월 4주,laborplus.co.kr,노동권_보호,"플랫폼 노동 제도화와 보호 범위 중심으로 다루며, 플랫폼 노동자 권리 보호 입장 강조",drop,같은 [위클립] 요약 기사가 여러 이슈에 반복 배치되어 특정 이슈 대표 기사로 쓰기 어려워 제외 권장.
259,플랫폼 노동,플랫폼노동;특수고용;노동권,https://www.cbci.co.kr/news/articleView.html?idxno=578082,[정치家] 김영훈 고용 노동부 장관 ④ㅣ '사회적 대화' 강조…노동·이익...,cbci.co.kr,노동권_보호,"플랫폼 노동 제도화와 보호 범위 중심으로 다루며, 플랫폼 노동자 권리 보호 입장 강조",drop,노동부 장관 인터뷰 성격이 강해 최저임금/플랫폼 노동 개별 이슈 기사로 보기 애매해 제외 권장.
260,플랫폼 노동,플랫폼노동;특수고용;노동권,http://news.inochong.org/detail.php?number=6469&thread=14,최저임금 적용 범위 확대의 필요성 : 도급제 노동자 등 확대 방안,news.inochong.org,노동권_보호,"플랫폼·특수고용 노동자의 권리 보호와 최저임금 적용 확대 중심으로 다루며, 플랫폼 노동자 권리 보호 입장 강조",drop,"제목에 최저임금이 직접 명시되어 있어 최저임금 이슈 기사로 유지, 플랫폼 노동 중복 라벨은 제거 권장."
273,플랫폼 노동,플랫폼노동;기업부담;유연노동,https://www.laborplus.co.kr/news/articleView.html?idxno=40920,[위클립] 5월 4주,laborplus.co.kr,산업_부담,"플랫폼 노동 제도화와 보호 범위 중심으로 다루며, 기업 부담과 노동시장 유연성 입장 강조",drop,같은 [위클립] 요약 기사가 여러 이슈에 반복 배치되어 특정 이슈 대표 기사로 쓰기 어려워 제외 권장.
274,플랫폼 노동,플랫폼노동;기업부담;유연노동,http://news.inochong.org/detail.php?number=6469&thread=14,최저임금 적용 범위 확대의 필요성 : 도급제 노동 자 등 확대 방안,news.inochong.org,산업_부담,"플랫폼·특수고용 노동자의 권리 보호와 최저임금 적용 확대 중심으로 다루며, 기업 부담과 노동시장 유연성 입장 강조",drop,"제목에 최저임금이 직접 명시되어 있어 최저임금 이슈 기사로 유지, 플랫폼 노동 중복 라벨은 제거 권장."
