issue,issue_tags,url,title,source,frame,memo
AI 반도체,AI반도체;HBM;기술경쟁,https://www.sisajournal-e.com/news/articleView.html?idxno=421426,'삼전닉스' 호황에도 가계는 냉기···소득 증가율 격차 확대,sisajournal-e.com,산업_성장,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 기업 성장·기술 경쟁력 입장 강조"
AI 반도체,AI반도체;증시;쏠림,https://www.ebn.co.kr/news/articleView.html?idxno=1710752,"[EBN 오늘(31일) 이슈 종합] 삼성전자, 마이크론 꺾고 첫 정상… '서명 ...",ebn.co.kr,성과_쏠림,"HBM·메모리 기술 우위와 시장 주도권 확보 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,http://www.metroseoul.co.kr/article/20260526500080,"[이제 1만 간다]① 팔천피의 힘… 반도체 ·정책이 밀어 올린 코스피, 짙어...",metroseoul.co.kr,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,http://www.newsian.co.kr/news/articleView.html?idxno=89890,"5대 금융지주 "" 반도체 호황에 성장률 뛰었지만 경기 온도차 여전""",newsian.co.kr,성과_쏠림,"AI 반도체 산업 경쟁력과 성장 가능성 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://www.hinews.co.kr/view.php?ud=202605181118327846cd8b879b3c_48,코스피는 웃는데 자영업자는 운다…실물경제와 따로 노는 한국 증시,hinews.co.kr,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://n.news.naver.com/mnews/article/082/0001380399?sid=110,"[김상훈의 포커스온] 증시 불장, 환호와 우려 사이",부산일보,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://n.news.naver.com/mnews/article/056/0012178560?sid=101,[성공예감] 증시 신고가의 딜레마…삼전닉스 PER 아직 싸다 - 김학균 전...,KBS,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,http://www.metroseoul.co.kr/article/20260507500214,[꿈의 칠천피]②불안의 그림자도 짙다… 반도체 쏠림 심해진 ‘코스피 7...,metroseoul.co.kr,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://www.etoday.co.kr/news/view/2581907,'코스피 7000' 넘어 날아가는데…종목 70% 하락 속 '대형주 쏠림 ' 심화[7...,etoday.co.kr,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://n.news.naver.com/mnews/article/011/0004617452?sid=101,한은 금리 인상 공식화…연내 기준금리 3% 전망,서울경제,성과_쏠림,"AI 반도체 산업 경쟁력과 성장 가능성 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://www.ebn.co.kr/news/articleView.html?idxno=1706284,[EBN 오늘(22일) 이슈 종합] 하림 등판에 판 뒤집혔다…익스프레스 매각...,ebn.co.kr,성과_쏠림,"AI 반도체 산업 경쟁력과 성장 가능성 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://n.news.naver.com/mnews/article/018/0006230501?sid=101,‘삼전·하이닉스 의존도 심화… 반도체 흔들리면 증시 도 가계 자산도 ’...,이데일리,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://n.news.naver.com/mnews/article/018/0006230494?sid=101,삼전·닉스 흔들리면… 증시 ·자산·환율 '휘청',이데일리,성과_쏠림,"반도체 대형주 중심의 증시 상승과 쏠림 현상 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,http://www.metroseoul.co.kr/article/20260305500574,메트로신문 3월 6일자 한줄 뉴스,metroseoul.co.kr,성과_쏠림,"AI 반도체 산업 경쟁력과 성장 가능성 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
AI 반도체,AI반도체;증시;쏠림,https://biz.newdaily.co.kr/site/data/html/2026/02/25/2026022500461.html,반도체 환호 뒤 자영업 줄폐업·20대 신불자 … 일자리·자산·산업 전 ...,biz.newdaily.co.kr,성과_쏠림,"반도체 호황과 가계·자영업 체감경기 간 괴리 중심으로 다루며, 대기업·증시 쏠림과 분배 불균형 문제 제기"
최저임금,최저임금;노동자;생활임금,https://www.wikitree.co.kr/articles/1139105,직장인 62.3%가 원했다…내년 최저임금 최소 ‘이 액수’,wikitree.co.kr,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://n.news.naver.com/mnews/article/243/0000098484?sid=101,“주식이냐 부동산이냐” 금리 높아도 빚내서 베팅,이코노미스트,노동자_생활,"최저임금 결정 과정의 사회적 쟁점 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://newscham.net/articles/116458,"“지방선거 민생 과제는 최저임금 인상 ” 공공운수노조, 비정규직 임금 ...",newscham.net,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://www.labortoday.co.kr/news/articleView.html?idxno=234659,"지방선거 진짜 민생? "" 임금 불평등 해소""",labortoday.co.kr,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,http://worknworld.kctu.org/news/articleView.html?idxno=509334,"공공운수노조, 비정규직 차별 철폐 촉구 ""적정 임금 보장과 최저임금 대...",worknworld.kctu.org,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://newscham.net/articles/116453,"다시, ( 최저 ) 임금 을 생각한다",newscham.net,노동자_생활,"최저임금 결정 과정의 사회적 쟁점 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,http://news.inochong.org/detail.php?number=6469&thread=14,최저임금 적용 범위 확대의 필요성 : 도급제 노동자 등 확대 방안,news.inochong.org,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://n.news.naver.com/mnews/article/654/0000182535?sid=110,[사설] 최저임금 '지역별 차등제' 졸속 안된다,강원도민일보,노동자_생활,"업종별 차등 적용과 인건비 부담 완화 요구를 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,http://worknworld.kctu.org/news/articleView.html?idxno=509324,"민주노총, ""최임 전문위원회 도급 노동자 적용 심의 과정 유감""",worknworld.kctu.org,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://www.etoday.co.kr/news/view/2587952,"내년 최저임금 논의 본격화…노사, 구분적용·도급근로자 적용 충돌",etoday.co.kr,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://n.news.naver.com/mnews/article/417/0001144877?sid=101,최임위 2차 회의 '차등 지급 vs 도급 적용' 충돌…내달 4일 본격 논의,동행미디어 시대,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://n.news.naver.com/mnews/article/001/0016100464?sid=102,"내년 최저임금 2차심의…사용자 ""업종 구분"" 근로자 ""도급 적용""(종합)",연합뉴스,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;노동자;생활임금,https://n.news.naver.com/mnews/article/003/0013968749?sid=102,"최임위, '월 환산액 표시' 결정…내달 4일 '도급근로자' 논의(종합)",뉴시스,노동자_생활,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 노동자 생계 보장 입장 강조"
최저임금,최저임금;소상공인;기업부담,http://www.ifs.or.kr/bbs/board.php?bo_table=News&wr_id=55783,새로운 60년을 대비한 Korea Reset 전략 <33> 한국경제의 역돌출부(Revers...,ifs.or.kr,경영계_부담,"최저임금 결정 과정의 사회적 쟁점 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://www.ilyoseoul.co.kr/news/articleView.html?idxno=517801,[펙트체크] 최저임금 인상 이 청년 실업과 물가 상승에 영향 끼친다… 사...,ilyoseoul.co.kr,경영계_부담,"업종별 차등 적용과 인건비 부담 완화 요구를 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://www.mhns.co.kr/news/articleView.html?idxno=748462,최저임금 2차 회의 격돌…구분적용 vs 확대 '팽팽',mhns.co.kr,경영계_부담,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://www.jbnews.com/news/articleView.html?idxno=1504847,내년도 최저임금 논의 본격화… 삼성전자 성과급 거론,jbnews.com,경영계_부담,"대기업 성과급과 저임금 노동자 임금 격차 문제를 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://www.newsgn.com/news/articleView.html?idxno=554133,"최저임금 의 딜레마, 노동 보호와 기업 생존의 균형",newsgn.com,경영계_부담,"업종별 차등 적용과 인건비 부담 완화 요구를 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://n.news.naver.com/mnews/article/021/0002793812?sid=101,고액 성과급 후폭풍…노동계 “ 최저임금 도 대폭 올려야”,문화일보,경영계_부담,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://www.youthdaily.co.kr/news/article.html?no=219733,"최저임금 위 2차 회의 개최…노사, 업종별 차등·플랫폼 노동 '충돌'",youthdaily.co.kr,경영계_부담,"업종별 차등 적용과 인건비 부담 완화 요구를 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://www.labortoday.co.kr/news/articleView.html?idxno=234611,"내년 최저임금 본격 심의, 인상 률·적용범위 '줄다리기'",labortoday.co.kr,경영계_부담,"노동계 인상 요구와 경영계 부담 우려의 대립 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://n.news.naver.com/mnews/article/421/0008967579?sid=101,"정부, 3년 만에 플랫폼 노동 실태조사… 최저임금 확대 '노사 공방' 재점...",뉴스1,경영계_부담,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://n.news.naver.com/mnews/article/022/0004130933?sid=102,[정책돋보기] 동네 분만병원 전문의 권역모자의료센터 시간제 근무 허용...,세계일보,경영계_부담,"최저임금 결정 과정의 사회적 쟁점 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://n.news.naver.com/mnews/article/020/0003722364?sid=101,"삼성 성과급, 최저임금 에 영향?…노동계 “소득 격차 심화” 목청",동아일보,경영계_부담,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
최저임금,최저임금;소상공인;기업부담,https://n.news.naver.com/mnews/article/008/0005363078?sid=101,"최저임금 2차 회의…노동계 ""대폭 인상 "" vs 경영계 ""업종별 구분""",머니투데이,경영계_부담,"최저임금 인상·적용 확대를 통한 노동자 생계 보장 중심으로 다루며, 소상공인·중소기업 부담 및 경영계 입장 강조"
부동산 금리,부동산;금리;주택시장,https://n.news.naver.com/mnews/article/001/0016109309?sid=101,[이재명정부 1년] ⑥ 코스피 8천시대 개막… 부동산 ·환율은 아직 숙제로,연합뉴스,시장_회복,"금리와 부동산 시장 흐름의 상호작용 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.newdaily.co.kr/site/data/html/2026/05/29/2026052900190.html,"한국은행은 브레이크, 국민연금은 액셀 … 외발자전거의 묘기 [데스크칼...",newdaily.co.kr,시장_회복,"금리와 부동산 시장 흐름의 상호작용 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.thepublic.kr/news/articleView.html?idxno=305868,"한은, 기준금리 2.5% '8연속 동결'...중동 불확실성 속 긴축 신호 주목",thepublic.kr,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.startuptoday.co.kr/news/articleView.html?idxno=802181,[포커스] 8번째 금리 동결에도 달라진 한은 기류…'인하'보다 '긴축' 무...,startuptoday.co.kr,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.kukinews.com/article/view/kuk202605280045,"한은, 기준금리 2.50% 동결...물가·성장률 전망은 상향",kukinews.com,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://n.news.naver.com/mnews/article/277/0005768858?sid=101,'매파적 동결' 후 금리 인상 강력 시사…올해 성장률 2.6%·물가 2.7% 전망...,아시아경제,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.smartbizn.com/news/articleView.html?idxno=144887,중동 변수에 기준금리 2.5% 동결···성장률은 2.6%로 대폭 상향,smartbizn.com,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.polinews.co.kr/news/articleView.html?idxno=732401,"한은, 기준금리 2.5% 동결...신현송 체제 첫 금통위서 '긴축 신호' 주목",polinews.co.kr,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.newsquest.co.kr/news/articleView.html?idxno=266951,"한은, 기준금리 8연속 동결…물가 압박에 '인상' 깜빡이",newsquest.co.kr,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.youthdaily.co.kr/news/article.html?no=219829,"기준금리 연 2.50% 동결…한은, 중동 리스크 속 '긴축 전환' 신호 강화",youthdaily.co.kr,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://n.news.naver.com/mnews/article/088/0001011975?sid=101,"한은, 기준금리 8연속 동결…연 2.50%",매일신문,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.hidomin.com/news/articleView.html?idxno=707100,"한은, 기준금리 연 2.50% 또 동결…커지는 금리 인상 압박",hidomin.com,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://n.news.naver.com/mnews/article/029/0003028868?sid=101,"한은, 성장률 2.0%→2.6%…삼전·SK하닉이 끌어 올렸다",디지털타임스,시장_회복,"기준금리 방향이 주택시장과 대출 여건에 미치는 영향 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,http://www.srtimes.kr/news/articleView.html?idxno=204026,서울 아파트 '초양극화' 뚜렷…동대문·강남 뛰고 종로 뒷걸음질,srtimes.kr,시장_회복,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;금리;주택시장,https://www.ajunews.com/view/20260526112802455,"[박용준의 어부바] 오세훈·박원순 20년, 서울 아파트 누가 지었나",ajunews.com,시장_회복,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 부동산 시장 회복·정상화 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.newspim.com/news/view/20260528000824,"[AI로 본 부동산 ] 李정부 1년, 집값 오름폭 줄었지만 공급 불안 여전",newspim.com,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.dkilbo.com/news/articleView.html?idxno=545301,[구자문 칼럼] 미국과 한국의 경제동향 요약,dkilbo.com,주거_불안,"금리와 부동산 시장 흐름의 상호작용 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.ziksir.com/news/articleView.html?idxno=134915,[손성은 직썰] 정부 포용·생산적 금융에 '내 집 마련' 계획은 없다,ziksir.com,주거_불안,"금리와 부동산 시장 흐름의 상호작용 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,http://monthly.chosun.com/client/news/viw.asp?ctcd=A&nNewsNumb=202606100040,"역대 정부 부동산 정책은 왜 ‘반복 실패’했나? | 규제 의 역설, 냉탕과...",monthly.chosun.com,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.bigtanews.co.kr/article/view/big202605250003,<이원호의 경제톡> 왜 가계부채 는 늘어날까,bigtanews.co.kr,주거_불안,"주택 구매 부담과 가계부채 확대 위험 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.ajunews.com/view/20260520150441798,"[오늘의 ABC 뉴스룸] ""전세 살 바엔 집 삽니다"" 서울 생애 첫 주택 매수...",ajunews.com,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.yeongnam.com/web/view.php?key=20260519028340307,"[경제대기획-HOUSE③] 경고등 켜진 대구 가계부채 …집, 무거운 빚의 굴레...",yeongnam.com,주거_불안,"주택 구매 부담과 가계부채 확대 위험 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://n.news.naver.com/mnews/article/052/0002352851?sid=101,"""서울 아파트값 '천장' 이미 뚫렸다, 내년 하반기 평균 20억대 시대""",YTN,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.seoulfn.com/news/articleView.html?idxno=628222,서울 집 절반 넘게 30대가 샀다···청년 빚도 역대급,seoulfn.com,주거_불안,"주택 구매 부담과 가계부채 확대 위험 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,http://www.sisacast.kr/news/articleView.html?idxno=95589,"[ 부동산 트렌드] 2026년 주택시장, 정부 정책에 따라 초양극화 진정세 접...",sisacast.kr,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://n.news.naver.com/mnews/article/421/0008926550?sid=101,"""집값 향방, 결국 정책에 달렸다""…KB ""올해 상승폭 제한적""",뉴스1,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://n.news.naver.com/mnews/article/015/0005277956?sid=101,부동산 과 금융의 절연이라는 위험한 꿈 [더 머니이스트-심형석의 부동산 ...,한국경제,주거_불안,"금리와 부동산 시장 흐름의 상호작용 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.womaneconomy.co.kr/news/articleView.html?idxno=252602,선거 앞두고 '경제 위기론' 키우는 야권···실제 지표는 둔화·안정 가...,womaneconomy.co.kr,주거_불안,"금리와 부동산 시장 흐름의 상호작용 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://www.ajunews.com/view/20260412065034806,[춤추는 정책 대출 ] 오락가락 정책에…집값· 가계부채 '이중 부담',ajunews.com,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
부동산 금리,부동산;가계부채;주거불안,https://n.news.naver.com/mnews/article/353/0000055124?sid=102,5월 이후 집값?…전문가 64% “3% 이상 오를 것”,중앙SUNDAY,주거_불안,"주택 가격·거래 회복과 공급 불안 중심으로 다루며, 가계부채·주거비 부담 등 주거 불안 입장 강조"
에너지 전환,에너지전환;재생에너지;탄소중립,https://www.mhns.co.kr/news/articleView.html?idxno=748883,"정인화 광양시장 후보, 시민 40만원 지원·미래산업 육성 공약",mhns.co.kr,탈탄소_전환,"에너지 전환을 둘러싼 지역 공약과 재정 논란 중심으로 다루며, 재생에너지·탄소중립 전환 입장 강조"
